ID;name;category;price;tax_rate;description;images;stan;typ;attributes;quantity
K3.2347;Delikatne złote kolczyki z Cyrkonią PREZENT 3.2347;Kolczyki;82;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z Cyrkonią</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><sup><span >Subtelne i delikatne kolczyki z wygodnym zapięciem na sztyft. </span><br /><br /><span >Doskonale sprawdzą się jako prezent.</span></sup></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong >Wzór nr: </strong><span ><strong>3.2347(201)</strong></span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 0,50-0,56g</li>
<li>wielkość kamienia: 2,5mm</li>
<li>ilość kamieni: 1</li>
<li>nazwa kamienia: cyrkonia</li>
<li>wielkość orientacyjna: 3,2x3,2mm</li>
<li>zapięcie na sztyft </li>
</ul>";http://www.galerieallegro.pl/zdjecia/z845/8452538/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z845/8452538/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z845/8452538/big/3.jpg;new;;Kamień:,Kształt:,Materiał:Złoto,Rodzaj bigla:;2
K1.815c;AŻUROWE ZŁOTE KOLCZYKI Czerwona Cyrkonia 1.815c;Kolczyki;159;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniem</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Starannie wykonane kolczyki <br />z Cyrkonią koloru czerwonego. Oryginalny wzór z pięknym, ażurowym zdobieniem. Prezentują się bardzo elegancko, szlachetnie i kobieco. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 1.815c (134)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 0,89-1,04g</li>
<li>wielkość kamienia centralnego: 4,5mm</li>
<li><span >ilość kamieni: 1</span></li>
<li>nazwa kamienia: Cyrkonia</li>
<li>kolor kamienia: czerwony</li>
<li><span >całkowita szerokość korony: 7mm</span></li>
<li><span >kolczyki na sztyfcie </span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z822/8222969/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222969/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222969/big/3.jpg;new;Klasyczne,Orientalne,Rękodzieło,Stylizowane na stare,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Sztyft;2
K1.815c;AŻUROWE ZŁOTE KOLCZYKI Niebieska Cyrkonia 1.815c;Kolczyki;159;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniem</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Starannie wykonane kolczyki <br />z Cyrkonią koloru niebieskiego. Oryginalny wzór z pięknym, ażurowym zdobieniem. Prezentują się bardzo elegancko, szlachetnie i kobieco. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 1.815c (132)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 0,89-1,04g</li>
<li>wielkość kamienia centralnego: 4,5mm</li>
<li><span >ilość kamieni: 1</span></li>
<li>nazwa kamienia: Cyrkonia</li>
<li>kolor kamienia: niebieski</li>
<li><span >całkowita szerokość korony: 7mm</span></li>
<li><span >kolczyki na sztyfcie </span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z822/8222957/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222957/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222957/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Sztyft;2
K1.815c;AŻUROWE ZŁOTE KOLCZYKI Zielona Cyrkonia 1.815c;Kolczyki;159;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniem</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Starannie wykonane kolczyki <br />z Cyrkonią koloru zielonego. Oryginalny wzór z pięknym, ażurowym zdobieniem. Prezentują się bardzo elegancko, szlachetnie i kobieco. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 1.815c (133)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 0,89-1,04g</li>
<li>wielkość kamienia centralnego: 4,5mm</li>
<li><span >ilość kamieni: 1</span></li>
<li>nazwa kamienia: Cyrkonia</li>
<li>kolor kamienia: zielony</li>
<li><span >całkowita szerokość korony: 7mm</span></li>
<li><span >kolczyki na sztyfcie </span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z822/8222963/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222963/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222963/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Sztyft;2
K1.815c;AŻUROWE ZŁOTE KOLCZYKI z białą Cyrkonią 1.815c;Kolczyki;159;23;<p>Złote kolczyki z kamieniem</p><p> </p><p>Starannie wykonane kolczyki z Cyrkonią koloru białego. Oryginalny wzór z pięknym, ażurowym zdobieniem. Prezentują się bardzo elegancko, szlachetnie i kobieco. </p><p>Wzór nr: 1.815c (135) </p><ul><li>kolor złota: żółte</li><li>próba: 333</li><li>waga: 0,89-1,04g</li><li>wielkość kamienia centralnego: 4,5mm</li><li>ilość kamieni: 1</li><li>nazwa kamienia: Cyrkonia</li><li>kolor kamienia: czerwony</li><li>całkowita szerokość korony: 7mm</li><li>kolczyki na sztyfcie </li></ul>;https://3.allegroimg.com/s1440/03f046/156318c5470fafa13507d4926973,https://3.allegroimg.com/s1440/032dd1/d2740b9446389d19fc98fd2f94b3;new;Klasyczne,Orientalne,Rękodzieło,Stylizowane na stare,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Sztyft;3
K3.2333;ZŁOTE ASYMETRYCZNE KOLCZYKI Z KAMIENIAMI 3.2333;Kolczyki;255;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniami</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Piękne i kobiece kolczyki z cyrkoniami.<br />Delikatny a zarazem oryginalny wzór z wygodnym, angielskim zapięciem. Prezentują się bardzo atrakcyjnie. <br />Świetnie sprawdzą się jako prezent. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong >Wzór nr: </strong><span ><strong>3.2333(131)</strong></span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 1,52-1,59g</li>
<li>wielkość kamieni: 1,0mm</li>
<li>ilość kamieni: 13</li>
<li>nazwa kamienia: Cyrkonia</li>
<li>rodowane elementy kamieniowe</li>
<li>wielkość orientacyjna: <br />5,81 mm x 16,08 mm</li>
</ul>";http://www.galerieallegro.pl/zdjecia/z824/8245467/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z824/8245467/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z824/8245467/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Angielski;4
K3.2304;PIĘKNE ZŁOTE KOLCZYKI z cyrkoniami PREZENT 3.2304;Kolczyki;209;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniami</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Starannie wykonane, złote kolczyki  zdobione białymi Cyrkoniami. Posiadają wygodne, angielskie zapięcie. Prezentują się bardzo elegancko i subtelnie. <br />Idealnie sprawdzą się też jako prezent.</span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong >Wzór nr: </strong><span ><strong>3.2304(130)</strong></span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 1,27-1,33g</li>
<li>wielkość kamieni: <span >1,25mm 1,5mm</span></li>
<li>ilość kamieni w jednym kolczyku: 5</li>
<li>nazwa kamienia: Cyrkonia</li>
<li>wielkość orientacyjna: 4,2 x 13,5 mm</li>
<li>angielskie zapięcie<br /><br /></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z824/8245461/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z824/8245461/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z824/8245461/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Angielski;5
K1.24;ZŁOTE KOLCZYKI Piękny wzór Cyrkonie PREZENT 1.24;Kolczyki;296;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniami</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Piękne i kobiece kolczyki z cyrkoniami.<br />Posiadają angielskie zapięcie. Prezentują się bardzo atrakcyjnie. <br />Świetnie sprawdzą się jako prezent. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 1.24 (101)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 1,81-1,85g</li>
<li>wielkość kamieni:1,5 ; 1,75 ; 2 mm</li>
<li>ilość kamieni: 3 </li>
<li>nazwa kamienia: cyrkonia</li>
<li>rodowane po kamieniach</li>
<li>wielkość orientacyjna: 17 x 6,6 mm</li>
</ul>";http://www.galerieallegro.pl/zdjecia/z766/7668483/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z766/7668483/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z766/7668483/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Angielski;4
K2.923;ZŁOTE KOLCZYKI KWIATKI Idealne na prezent 2.923;Kolczyki;159;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniami</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""><span ><strong>KWIATKI</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Bardzo urocze kolczyki kwiatki zdobione małymi, białymi cyrkoniami. <br />Są modne, wygodne i delikatne. Doskonale sprawdzą się jako prezent.</span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 2.923 (112)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 0,95-0,99g</li>
<li>wielkość kamienia centralnego: 2,25mm</li>
<li><span >wielkość kamieni bocznych: 1,75mm</span></li>
<li>ilość kamieni: 5</li>
<li>nazwa kamienia: cyrkonia</li>
<li>wielkość orientacyjna: <br />średnica 6,6 mm</li>
<li>zapięcie na sztyft </li>
<li>rodowana góra kolczyka</li>
</ul>";http://www.galerieallegro.pl/zdjecia/z769/7691819/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z769/7691819/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Sztyft;4
K3.2275;AŻUROWY WZÓR Modne złote kolczyki PREZENT 3.2275;Kolczyki;239;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>ZŁOTE KOLCZYKI</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""><span ><strong><br /></strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""><span >Kolczyki w kształcie prostokąta, z pięknym ażurowym wzorem.<br />Posiadają angielskie zapięcie. Prezentują się bardzo atrakcyjnie. <br />Świetnie sprawdzą się jako prezent. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong >Wzór nr: </strong><span ><strong>3.2275(125)</strong></span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 1,37-1,47g</li>
<li>wielkość orientacyjna: 4,85 x 11,5 mm</li>
</ul>";http://www.galerieallegro.pl/zdjecia/z819/8199532/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z819/8199532/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z819/8199532/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Bez kamienia,Kształt:,Materiał:Złoto,Rodzaj bigla:Angielski;4
K1.160;ZŁOTE KOLCZYKI z cyrkoniami Piękny Kwiatek 1.160;Kolczyki;216;23;"<p class=""nazwa"" style=""margin: 3px;""><span ><strong>Złote kolczyki z kamieniami</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""><span ><strong>KWIATEK</strong></span></p>
<p class=""nazwa"" style=""margin: 3px;""> </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Piękne i kobiece kolczyki z cyrkoniami. Wzór delikatnego kwiatka. <br />Posiadają angielskie zapięcie. Prezentują się subtelnie i atrakcyjnie. <br />Świetnie sprawdzą się jako prezent. </span></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""><strong>Wzór nr: 1.160 (100)</strong></p>
<p class=""opisprzedmiotu"" style=""margin-top: 0px; margin-bottom: 3px; line-height: 17.5px;""> </p>
<ul >
<li>kolor złota: żółte</li>
<li>próba: 333</li>
<li>waga: 1,33-1,35g</li>
<li>wielkość kamieni: 2,25mm</li>
<li>ilość kamieni: 3 </li>
<li>nazwa kamienia: cyrkonia</li>
<li>rodowane wokół kamieni</li>
<li>wielkość orientacyjna: 13,3x7mm</li>
</ul>";http://www.galerieallegro.pl/zdjecia/z766/7668481/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z766/7668481/big/2.jpg,http://www.galerieallegro.pl/zdjecia/z766/7668481/big/3.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:,Materiał:Złoto,Rodzaj bigla:Angielski;6
W3.2334;Złota przewieszka z Cyrkoniami Zawieszka 3.2334;Wisiorki;159;23;"<p class=""nazwa""><strong>ZŁOTA PRZEWIESZKA </strong></p>
<p class=""nazwa""><strong><br /></strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty wisiorek zdobiony Cyrkoniami. <br />Ciekawy, asymetryczny wzór. </p>
<p class=""nazwa"" style=""margin: 3px;""><span >Kolczyki oraz pierścionek do kompletu znajdziesz na naszych pozostałych aukcjach. (Wzór nr 3.1533 oraz 3.2333)</span></p>
<h4></h4>
<p class=""opisprzedmiotu""><strong >Wzór nr: 3.2334(116)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 0,90-0,98g</span></li>
<li><span>wielkość kamieni: 1,0mm</span></li>
<li><span>ilość kamieni: 25</span></li>
<li><span>nazwa kamienia: Cyrkonia</span></li>
<li><span>rodowane elementy kamieniowe</span></li>
<li><span>wielkość orientacyjna: <br />7,6mm x 18,3mm</span></li>
<br /> 
</ul>";http://www.galerieallegro.pl/zdjecia/z822/8221688/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z822/8221688/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:Inny kształt,Materiał:Złoto,Rodzaj bigla:;5
W1.179;PIĘKNY ZŁOTY KRZYŻYK Chrzest Komunia PREZENT 1.179;Wisiorki;169;23;"<p class=""nazwa""><strong>PRZEWIESZKA </strong><strong>KRZYŻYK </strong></p>
<p class=""nazwa""><strong> </strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty krzyżyk. Wzór łączy piękno żółtego i białego złota.<br /><br /></p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 1.179 (82)<br /> </strong></p>
<ul>
<li><span>kolor złota: żółte + białe</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 0,97-1,03g</span></li>
<li><span>wielkość orientacyjna: <br />20,1 x 13,6mm</span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z781/7812283/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z781/7812283/big/2.jpg;new;Klasyczne,Rękodzieło,Stylizowane na stare,Wyrób jubilerski;Kamień:Bez kamienia,Kształt:Krzyżyk,Materiał:Złoto|Złoto białe,Rodzaj bigla:;5
W1.178;PIĘKNY ZŁOTY KRZYŻYK Chrzest Komunia PREZENT 1.178;Wisiorki;149;23;"<p class=""nazwa""><strong>PRZEWIESZKA</strong></p>
<p class=""nazwa""><strong>KRZYŻYK KATOLICKI</strong></p>
<p class=""nazwa""><strong> </strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty krzyżyk. Wzór łączy piękno żółtego i białego złota.<br /><br /></p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 1.178 (83)<br /> </strong></p>
<ul>
<li><span>kolor złota: żółte + białe</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 0,84-0,94g</span></li>
<li><span>wielkość orientacyjna: <br />20,4 x 12,7mm</span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z778/7789768/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z778/7789768/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Bez kamienia,Kształt:Krzyżyk,Materiał:Złoto|Złoto białe,Rodzaj bigla:;5
W2.1207;Okrągła złota zawieszka z cyrkoniami WAŻKA 2.1207;Wisiorki;169;23;"<p class=""nazwa""><strong>ZŁOTA ZAWIESZKA</strong></p>
<p class=""nazwa""><strong>WAŻKA<br /> </strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty wisiorek zdobiony cyrkoniami.<br /><br /></p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 2.1207 (90)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 1,00-1,04g</span></li>
<li><span>średnica 12,6 mm</span></li>
<li><span>wielkość kamieni: 2,25 mm</span></li>
<li><span>ilość kamieni: 21</span></li>
<li><span>rodowany środkowy element</span></li>
<br /> 
</ul>";http://www.galerieallegro.pl/zdjecia/z778/7789719/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z778/7789719/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:Kółko,Materiał:Złoto,Rodzaj bigla:;5
W3.2341;Złota zawieszka Serca DUŻY KAMIEŃ SERCE 3.2341;Wisiorki;136;23;"<p class=""nazwa""><strong>ZŁOTA PRZEWIESZKA  <br />Z KAMIENIEM<br />PODWÓJNE SERCE </strong></p>
<p class=""nazwa""><strong><br /></strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Złoty wisiorek w kształcie serc zdobiony dużą, białą Cyrkonią. Rodowane mniejsze serce.<br />Idealnie sprawdzi się jako prezent.</p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 3.2341(197)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 0,79-0,85g</span></li>
<li><span>wielkość kamienia: 5mm</span></li>
<li><span>ilość kamieni: 1</span></li>
<li><span>nazwa kamienia: Cyrkonia</span></li>
<li><span>wysokość: 1,9mm</span></li>
<li><span>szerokość: 1,2mm</span></li>
<li><span>rodowany środkowy element</span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z840/8409396/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z840/8409396/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:Serce,Materiał:Złoto,Rodzaj bigla:;6
W3.2274;ANIOŁEK Złota przewieszka Zawieszka 3.2274 PREZENT;Wisiorki;205;23;"<p class=""nazwa""><strong>ZŁOTA PRZEWIESZKA </strong></p>
<p class=""nazwa""><strong>ANIOŁ Z KAMIENIEM</strong></p>
<p class=""nazwa""><strong><br /></strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty wisiorek zdobiony Cyrkonią.</p>
<h4></h4>
<p class=""opisprzedmiotu""><strong >Wzór nr: 3.2274(198)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 1,21-1,28g</span></li>
<li><span>wielkość kamienia: 3,5mm</span></li>
<li><span>ilość kamieni: 1</span></li>
<li><span>nazwa kamienia: Cyrkonia</span></li>
<li><span>rodowane łapki kamienia</span></li>
<li><span>wielkość orientacyjna: <br />19,2mm x 13,1mm</span></li>
<br /> 
</ul>";http://www.galerieallegro.pl/zdjecia/z845/8452064/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z845/8452064/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:Inny kształt,Materiał:Złoto,Rodzaj bigla:;4
W2.803;NACINANA ZŁOTA ZAWIESZKA AŻUROWA piękny wzór 2.803;Wisiorki;119;23;"<p class=""nazwa""><strong>NACINANA ZAWIESZKA</strong></p>
<p class=""nazwa""><strong><br /></strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Wykonany z największą precyzją złoty wisiorek o oryginalnym wzorze. Prezentuje się bardzo atrakcyjnie. Podkreśli charakter każdej stylizacji.</p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 2.803 (84)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 0,66-0,73g</span></li>
<li><span>średnica 14,2mm</span></li>
<br /> 
</ul>";http://www.galerieallegro.pl/zdjecia/z778/7789685/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z778/7789685/big/2.jpg;new;Klasyczne,Orientalne,Rękodzieło,Wyrób jubilerski;Kamień:Bez kamienia,Kształt:Kółko,Materiał:Złoto,Rodzaj bigla:;5
W3.2342;Złota zawieszka z Cyrkoniami SERCE 3.2342 PREZENT;Wisiorki;199;23;"<p class=""nazwa""><strong>PRZEWIESZKA  Z KAMIENIAMI <br />DUŻE SERCE </strong></p>
<p class=""nazwa""><strong><br /></strong></p>
<p class=""nazwa"" style=""margin: 3px;"">Złoty wisiorek w kształcie serca zdobiony białymi cyrkoniami. <br />Idealnie sprawdzi się jako prezent.</p>
<p class=""opisprzedmiotu""> </p>
<p class=""opisprzedmiotu""><strong >Wzór nr: 3.2342(122)</strong></p>
<ul>
<li><span>kolor złota: żółty</span></li>
<li><span>próba złota: 333</span></li>
<li><span>waga: 1,10-1,20g</span></li>
<li><span>wielkość kamieni: 1,5mm</span></li>
<li><span>ilość kamieni: 12</span></li>
<li><span>nazwa kamienia: Cyrkonia</span></li>
<li><span>wielkość orientacyjna: 12,7x13,4mm</span></li>
<li><span>rodowane elementy kamieniowe<br /> </span></li>
</ul>";http://www.galerieallegro.pl/zdjecia/z822/8222585/big/1.jpg,http://www.galerieallegro.pl/zdjecia/z822/8222585/big/2.jpg;new;Klasyczne,Rękodzieło,Wyrób jubilerski;Kamień:Cyrkonia,Kształt:Serce,Materiał:Złoto,Rodzaj bigla:;5
