ID;size_title;size;quantity
P1.287;Rozmiar:select:0;12:0;1
P1.287;Rozmiar:select:0;13:0;1
P1.287;Rozmiar:select:0;14:0;1
P1.287;Rozmiar:select:0;18:0;1
P1.287;Rozmiar:select:0;11:0;1
P1.287;Rozmiar:select:0;10:0;1
P1.287;Rozmiar:select:0;17:0;1
P1.287;Rozmiar:select:0;19:0;1
P2.1126;Rozmiar:select:0;12:0;1
P2.1126;Rozmiar:select:0;10:0;1
P2.1126;Rozmiar:select:0;18:0;1
P2.1126;Rozmiar:select:0;14:0;1
P1.625;Rozmiar:select:0;11:0;1
P1.625;Rozmiar:select:0;14:0;1
P1.625;Rozmiar:select:0;10:0;1
P1.625;Rozmiar:select:0;13:0;1
P3.1562;Rozmiar:select:0;15:0;1
P3.1562;Rozmiar:select:0;18:0;2
P3.1562;Rozmiar:select:0;12:0;2
P3.1562;Rozmiar:select:0;17:0;3
P3.1562;Rozmiar:select:0;10:0;1
P3.1562;Rozmiar:select:0;14:0;1
P3.1530;Rozmiar:select:0;12:0;1
P3.1530;Rozmiar:select:0;11:0;1
P3.1530;Rozmiar:select:0;18:0;1
P3.1530;Rozmiar:select:0;14:0;1
P3.1530;Rozmiar:select:0;16:0;1
P2.1079;Rozmiar:select:0;20:0;1
P2.1079;Rozmiar:select:0;11:0;1
P2.1079;Rozmiar:select:0;17:0;1
P2.1079;Rozmiar:select:0;15:0;1
P2.1096;Rozmiar:select:0;12:0;1
P2.1096;Rozmiar:select:0;14:0;1
P2.1096;Rozmiar:select:0;15:0;1
P2.1096;Rozmiar:select:0;16:0;1
P2.1096;Rozmiar:select:0;19:0;1
P3.1560;Rozmiar:select:0;11:0;2
P3.1560;Rozmiar:select:0;14:0;1
P3.1560;Rozmiar:select:0;17:0;2
P3.1560;Rozmiar:select:0;12:0;1
P3.1560;Rozmiar:select:0;16:0;1
P3.1560;Rozmiar:select:0;19:0;1
P3.1560;Rozmiar:select:0;15:0;2
P3.1560;Rozmiar:select:0;13:0;1
P3.1560;Rozmiar:select:0;10:0;1
P3.1560;Rozmiar:select:0;18:0;1
P3.1560;Rozmiar:select:0;20:0;1
P2.1069;Rozmiar:select:0;19:0;1
P2.1069;Rozmiar:select:0;15:0;1
P2.1069;Rozmiar:select:0;13:0;1
P2.1069;Rozmiar:select:0;16:0;1
P3.1532;Rozmiar:select:0;17:0;1
P3.1532;Rozmiar:select:0;11:0;2
P3.1532;Rozmiar:select:0;16:0;1
P3.1532;Rozmiar:select:0;13:0;1
P3.1532;Rozmiar:select:0;19:0;1
P3.1532;Rozmiar:select:0;18:0;1
P3.1532;Rozmiar:select:0;15:0;1
P1.760;Rozmiar:select:0;10:0;1
P1.760;Rozmiar:select:0;19:0;1
P1.760;Rozmiar:select:0;16:0;1
P1.760;Rozmiar:select:0;13:0;1
P1.760;Rozmiar:select:0;17:0;1
P1.760;Rozmiar:select:0;14:0;2
P1.760;Rozmiar:select:0;11:0;1
P1.760;Rozmiar:select:0;18:0;1
P2.1244;Rozmiar:select:0;10:0;1
P2.1244;Rozmiar:select:0;18:0;1
P2.1244;Rozmiar:select:0;14:0;1
P2.1244;Rozmiar:select:0;13:0;1
P2.1244;Rozmiar:select:0;16:0;1
P2.1244;Rozmiar:select:0;12:0;1
P2.1244;Rozmiar:select:0;15:0;1
P2.1244;Rozmiar:select:0;17:0;1
P2.1244;Rozmiar:select:0;9:0;1
P3.1449;Rozmiar:select:0;15:0;1
P3.1449;Rozmiar:select:0;17:0;1
P3.1449;Rozmiar:select:0;10:0;1
P3.1449;Rozmiar:select:0;14:0;1
P3.1449;Rozmiar:select:0;12:0;1
P3.1520;Rozmiar:select:0;16:0;1
P3.1520;Rozmiar:select:0;12:0;1
P3.1520;Rozmiar:select:0;11:0;1
P3.1520;Rozmiar:select:0;18:0;1
P2.1343;Rozmiar:select:0;14:0;1
P2.1343;Rozmiar:select:0;11:0;1
P2.1343;Rozmiar:select:0;17:0;2
P2.1343;Rozmiar:select:0;13:0;1
P2.1343;Rozmiar:select:0;10:0;1
P2.1343;Rozmiar:select:0;15:0;1
P2.1042;Rozmiar:select:0;14:0;1
P2.1042;Rozmiar:select:0;18:0;1
P2.1042;Rozmiar:select:0;13:0;1
P1.71;Rozmiar:select:0;12:0;1
P1.71;Rozmiar:select:0;17:0;1
P1.71;Rozmiar:select:0;14:0;1
P1.71;Rozmiar:select:0;11:0;1
P1.71;Rozmiar:select:0;18:0;1
P3.1536;Rozmiar:select:0;14:0;1
P3.1536;Rozmiar:select:0;12:0;1
P3.1536;Rozmiar:select:0;10:0;1
P1.560;Rozmiar:select:0;18:0;1
P1.560;Rozmiar:select:0;17:0;1
P1.560;Rozmiar:select:0;15:0;1
P1.560;Rozmiar:select:0;19:0;1
P1.560;Rozmiar:select:0;14:0;1
P1.560;Rozmiar:select:0;11:0;1
P1.560;Rozmiar:select:0;12:0;1
P1.560;Rozmiar:select:0;16:0;1
P1.34;Rozmiar:select:0;18:0;1
P1.34;Rozmiar:select:0;16:0;1
P1.34;Rozmiar:select:0;13:0;1
P1.34;Rozmiar:select:0;11:0;1
P1.34;Rozmiar:select:0;15:0;1
P2.1070;Rozmiar:select:0;18:0;1
P2.1070;Rozmiar:select:0;10:0;1
P2.1070;Rozmiar:select:0;12:0;1
P2.1070;Rozmiar:select:0;14:0;1
P2.1070;Rozmiar:select:0;16:0;1
P1.601;Rozmiar:select:0;14:0;1
P1.601;Rozmiar:select:0;12:0;1
P1.601;Rozmiar:select:0;11:0;1
P1.601;Rozmiar:select:0;16:0;1
P1.601;Rozmiar:select:0;18:0;1
P3.1554;Rozmiar:select:0;19:0;1
P3.1554;Rozmiar:select:0;16:0;2
P3.1554;Rozmiar:select:0;15:0;1
P3.1554;Rozmiar:select:0;10:0;1
P3.1554;Rozmiar:select:0;12:0;2
P3.1554;Rozmiar:select:0;11:0;1
P3.1554;Rozmiar:select:0;13:0;1
P3.1554;Rozmiar:select:0;20:0;1
P3.1554;Rozmiar:select:0;9:0;1
P3.1554;Rozmiar:select:0;18:0;2
P3.1554;Rozmiar:select:0;17:0;1
P3.1554;Rozmiar:select:0;14:0;2
P2.1344;Rozmiar:select:0;14:0;1
P2.1344;Rozmiar:select:0;16:0;1
P2.1344;Rozmiar:select:0;18:0;1
P2.1344;Rozmiar:select:0;11:0;1
P2.1344;Rozmiar:select:0;13:0;1
P2.1344;Rozmiar:select:0;12:0;1
P2.1344;Rozmiar:select:0;17:0;1
P2.1344;Rozmiar:select:0;19:0;1
P1.683;Rozmiar:select:0;16:0;1
P1.683;Rozmiar:select:0;10:0;1
P1.683;Rozmiar:select:0;12:0;1
P1.683;Rozmiar:select:0;18:0;1
P1.683;Rozmiar:select:0;14:0;1
P2.1249;Rozmiar:select:0;14:0;1
P2.1249;Rozmiar:select:0;12:0;1
P2.1249;Rozmiar:select:0;11:0;1
P2.1249;Rozmiar:select:0;10:0;1
P2.1249;Rozmiar:select:0;18:0;1
P2.1249;Rozmiar:select:0;15:0;1
P2.1249;Rozmiar:select:0;13:0;1
P2.1249;Rozmiar:select:0;17:0;2
P2.1336;Rozmiar:select:0;14:0;1
P2.1336;Rozmiar:select:0;11:0;1
P2.1336;Rozmiar:select:0;16:0;1
P2.1336;Rozmiar:select:0;13:0;1
P2.1336;Rozmiar:select:0;18:0;1
P2.949;Rozmiar:select:0;13:0;1
P2.949;Rozmiar:select:0;11:0;1
P2.949;Rozmiar:select:0;10:0;1
P2.949;Rozmiar:select:0;15:0;1
P2.949;Rozmiar:select:0;9:0;1
P2.1133;Rozmiar:select:0;14:0;1
P2.1133;Rozmiar:select:0;12:0;1
P2.1133;Rozmiar:select:0;11:0;1
P2.1133;Rozmiar:select:0;16:0;1
P2.1133;Rozmiar:select:0;13:0;1
P2.1133;Rozmiar:select:0;10:0;2
P2.1133;Rozmiar:select:0;15:0;1
P2.1133;Rozmiar:select:0;17:0;2
P2.1133;Rozmiar:select:0;20:0;2
P2.1133;Rozmiar:select:0;18:0;2
P2.1133;Rozmiar:select:0;19:0;2
P2.1133;Rozmiar:select:0;9:0;1
P2.755;Rozmiar:select:0;16:0;1
P2.755;Rozmiar:select:0;18:0;1
P2.755;Rozmiar:select:0;13:0;1
P2.755;Rozmiar:select:0;14:0;1
P2.755;Rozmiar:select:0;10:0;1
P2.883;Rozmiar:select:0;12:0;1
P2.883;Rozmiar:select:0;11:0;1
P2.883;Rozmiar:select:0;16:0;1
P2.883;Rozmiar:select:0;18:0;1
P2.883;Rozmiar:select:0;17:0;1
P2.883;Rozmiar:select:0;10:0;1
P2.965;Rozmiar:select:0;17:0;1
P2.965;Rozmiar:select:0;12:0;1
P2.965;Rozmiar:select:0;15:0;1
P2.1359;Rozmiar:select:0;13:0;1
P2.1359;Rozmiar:select:0;14:0;2
P2.1359;Rozmiar:select:0;17:0;2
P2.1359;Rozmiar:select:0;16:0;1
P2.1359;Rozmiar:select:0;15:0;2
P2.1359;Rozmiar:select:0;11:0;3
P2.1359;Rozmiar:select:0;18:0;1
P2.1359;Rozmiar:select:0;12:0;1
P3.1556;Rozmiar:select:0;16:0;1
P3.1556;Rozmiar:select:0;15:0;1
P3.1556;Rozmiar:select:0;9:0;1
P3.1556;Rozmiar:select:0;19:0;1
P3.1556;Rozmiar:select:0;12:0;1
P3.1556;Rozmiar:select:0;11:0;1
P3.1556;Rozmiar:select:0;14:0;1
P3.1556;Rozmiar:select:0;13:0;1
P3.1534;Rozmiar:select:0;16:0;1
P3.1534;Rozmiar:select:0;14:0;1
P3.1534;Rozmiar:select:0;10:0;1
P3.1534;Rozmiar:select:0;12:0;1
P3.1534;Rozmiar:select:0;18:0;1
P2.884;Rozmiar:select:0;13:0;1
P2.884;Rozmiar:select:0;14:0;1
P2.884;Rozmiar:select:0;15:0;1
P2.884;Rozmiar:select:0;17:0;1
P2.884;Rozmiar:select:0;12:0;1
P2.884;Rozmiar:select:0;18:0;1
P2.884;Rozmiar:select:0;16:0;1
P2.884;Rozmiar:select:0;10:0;1
P2.1057;Rozmiar:select:0;10:0;1
P2.1057;Rozmiar:select:0;17:0;1
P2.1057;Rozmiar:select:0;12:0;1
P2.1057;Rozmiar:select:0;15:0;1
P2.1057;Rozmiar:select:0;11:0;1
P2.1057;Rozmiar:select:0;16:0;1
P3.1537;Rozmiar:select:0;10:0;1
P3.1537;Rozmiar:select:0;12:0;1
P3.1537;Rozmiar:select:0;14:0;1
P3.1537;Rozmiar:select:0;16:0;1
P2.665;Rozmiar:select:0;14:0;1
P2.665;Rozmiar:select:0;12:0;1
P2.665;Rozmiar:select:0;9:0;1
P2.665;Rozmiar:select:0;10:0;1
P2.665;Rozmiar:select:0;15:0;1
P2.665;Rozmiar:select:0;11:0;1
P2.665;Rozmiar:select:0;16:0;1
P2.665;Rozmiar:select:0;13:0;1
P3.1517;Rozmiar:select:0;14:0;1
P3.1517;Rozmiar:select:0;9:0;2
P3.1517;Rozmiar:select:0;16:0;1
P3.1442;Rozmiar:select:0;10:0;1
P3.1442;Rozmiar:select:0;12:0;1
P3.1442;Rozmiar:select:0;18:0;1
P3.1442;Rozmiar:select:0;14:0;1
P3.1442;Rozmiar:select:0;16:0;1
P3.1525;Rozmiar:select:0;18:0;1
P3.1525;Rozmiar:select:0;9:0;1
P3.1525;Rozmiar:select:0;12:0;1
P3.1525;Rozmiar:select:0;16:0;1
P3.1525;Rozmiar:select:0;14:0;1
P3.1271;Rozmiar:select:0;10:0;1
P3.1271;Rozmiar:select:0;14:0;1
P3.1271;Rozmiar:select:0;18:0;1
P3.1271;Rozmiar:select:0;12:0;1
P1.58;Rozmiar:select:0;18:0;1
P1.58;Rozmiar:select:0;17:0;1
P1.58;Rozmiar:select:0;12:0;1
P1.58;Rozmiar:select:0;15:0;1
P2.1376;Rozmiar:select:0;9:0;1
P2.1376;Rozmiar:select:0;14:0;1
P2.1376;Rozmiar:select:0;12:0;1
P2.1376;Rozmiar:select:0;11:0;1
P3.1518;Rozmiar:select:0;10:0;1
P3.1518;Rozmiar:select:0;12:0;1
P3.1518;Rozmiar:select:0;18:0;2
P3.1518;Rozmiar:select:0;14:0;1
P3.1538;Rozmiar:select:0;12:0;1
P3.1538;Rozmiar:select:0;18:0;1
P3.1538;Rozmiar:select:0;16:0;1
P3.1538;Rozmiar:select:0;14:0;1
P3.1538;Rozmiar:select:0;10:0;1
P3.1538;Rozmiar:select:0;11:0;1
P3.1538;Rozmiar:select:0;13:0;1
P3.1538;Rozmiar:select:0;15:0;1
P3.1538;Rozmiar:select:0;17:0;1
P3.1059;Rozmiar:select:0;15:0;1
P3.1059;Rozmiar:select:0;11:0;1
P3.1059;Rozmiar:select:0;14:0;1
P3.1059;Rozmiar:select:0;17:0;1
P3.1059;Rozmiar:select:0;13:0;1
P3.1059;Rozmiar:select:0;9:0;1
P3.1059;Rozmiar:select:0;12:0;1
P3.1059;Rozmiar:select:0;18:0;1
P1.713;Rozmiar:select:0;16:0;1
P1.713;Rozmiar:select:0;11:0;1
P1.713;Rozmiar:select:0;17:0;1
P1.713;Rozmiar:select:0;10:0;1
P1.713;Rozmiar:select:0;14:0;1
P1.713;Rozmiar:select:0;13:0;1
P1.713;Rozmiar:select:0;9:0;1
P1.713;Rozmiar:select:0;15:0;1
P1.713;Rozmiar:select:0;12:0;1
P3.1528;Rozmiar:select:0;18:0;1
P3.1528;Rozmiar:select:0;19:0;1
P3.1528;Rozmiar:select:0;17:0;1
P3.1528;Rozmiar:select:0;12:0;1
P3.1528;Rozmiar:select:0;14:0;1
P2.1340;Rozmiar:select:0;18:0;1
P2.1340;Rozmiar:select:0;12:0;1
P2.1340;Rozmiar:select:0;13:0;1
P2.1340;Rozmiar:select:0;16:0;1
P2.1089;Rozmiar:select:0;10:0;1
P2.1089;Rozmiar:select:0;16:0;1
P2.1089;Rozmiar:select:0;18:0;1
P3.1406;Rozmiar:select:0;14:0;1
P3.1406;Rozmiar:select:0;16:0;1
P3.1406;Rozmiar:select:0;18:0;1
P3.1406;Rozmiar:select:0;12:0;1
P3.1406;Rozmiar:select:0;10:0;1
P2.922;Rozmiar:select:0;14:0;1
P2.922;Rozmiar:select:0;15:0;1
P2.922;Rozmiar:select:0;13:0;2
P2.922;Rozmiar:select:0;11:0;1
P2.1366;Rozmiar:select:0;18:0;1
P2.1366;Rozmiar:select:0;20:0;1
P2.1366;Rozmiar:select:0;19:0;1
P2.1366;Rozmiar:select:0;21:0;1
P3.1334;Rozmiar:select:0;17:0;1
P3.1334;Rozmiar:select:0;14:0;1
P3.1334;Rozmiar:select:0;12:0;1
P1.50;Rozmiar:select:0;18:0;1
P1.50;Rozmiar:select:0;15:0;1
P1.50;Rozmiar:select:0;10:0;1
P1.50;Rozmiar:select:0;13:0;1
P2.1002;Rozmiar:select:0;10:0;1
P2.1002;Rozmiar:select:0;12:0;1
P2.1002;Rozmiar:select:0;14:0;1
P2.1002;Rozmiar:select:0;16:0;1
P2.1002;Rozmiar:select:0;18:0;1
P2.1265;Rozmiar:select:0;13:0;1
P2.1265;Rozmiar:select:0;19:0;1
P2.1265;Rozmiar:select:0;16:0;1
P2.1265;Rozmiar:select:0;10:0;1
P1.98;Rozmiar:select:0;18:0;1
P1.98;Rozmiar:select:0;15:0;1
P1.98;Rozmiar:select:0;14:0;1
P1.98;Rozmiar:select:0;16:0;1
P1.98;Rozmiar:select:0;12:0;3
P1.98;Rozmiar:select:0;13:0;1
P2.1099;Rozmiar:select:0;12:0;1
P2.1099;Rozmiar:select:0;16:0;1
P2.1099;Rozmiar:select:0;15:0;1
P2.1099;Rozmiar:select:0;10:0;1
P3.1533;Rozmiar:select:0;16:0;1
P3.1533;Rozmiar:select:0;12:0;1
P3.1533;Rozmiar:select:0;18:0;1
P3.1533;Rozmiar:select:0;10:0;1
P3.1533;Rozmiar:select:0;14:0;1
P3.1533;Rozmiar:select:0;19:0;1
P3.1533;Rozmiar:select:0;17:0;1
P3.1082;Rozmiar:select:0;13:0;1
P3.1082;Rozmiar:select:0;11:0;1
P3.1082;Rozmiar:select:0;12:0;1
P3.1082;Rozmiar:select:0;18:0;1
P3.1082;Rozmiar:select:0;15:0;1
P3.1082;Rozmiar:select:0;16:0;2
P3.1082;Rozmiar:select:0;14:0;1
P3.1082;Rozmiar:select:0;17:0;1
P3.1522;Rozmiar:select:0;16:0;1
P3.1522;Rozmiar:select:0;14:0;1
P3.1522;Rozmiar:select:0;10:0;1
P3.1522;Rozmiar:select:0;13:0;1
P3.1522;Rozmiar:select:0;12:0;1
P3.1522;Rozmiar:select:0;11:0;2
P3.1522;Rozmiar:select:0;15:0;1
P2.948;Rozmiar:select:0;17:0;1
P2.948;Rozmiar:select:0;14:0;1
P2.948;Rozmiar:select:0;19:0;1
P2.948;Rozmiar:select:0;13:0;1
P2.948;Rozmiar:select:0;11:0;1
P1.198;Rozmiar:select:0;17:0;1
P1.198;Rozmiar:select:0;18:0;1
P1.198;Rozmiar:select:0;12:0;2
P1.198;Rozmiar:select:0;10:0;1
P3.1541;Rozmiar:select:0;16:0;1
P3.1541;Rozmiar:select:0;18:0;1
P3.1541;Rozmiar:select:0;14:0;1
P3.1541;Rozmiar:select:0;11:0;1
P3.1409;Rozmiar:select:0;17:0;1
P3.1409;Rozmiar:select:0;12:0;1
P3.1409;Rozmiar:select:0;15:0;1
P3.1409;Rozmiar:select:0;11:0;1
P3.1409;Rozmiar:select:0;18:0;1
P1.280;Rozmiar:select:0;12:0;1
P1.280;Rozmiar:select:0;13:0;1
P1.280;Rozmiar:select:0;18:0;1
P1.280;Rozmiar:select:0;10:0;1
P1.280;Rozmiar:select:0;17:0;1
P1.280;Rozmiar:select:0;16:0;1
P1.280;Rozmiar:select:0;14:0;1
P1.280;Rozmiar:select:0;19:0;1
P1.280;Rozmiar:select:0;15:0;2
P2.1063;Rozmiar:select:0;13:0;1
P2.1063;Rozmiar:select:0;10:0;1
P2.1063;Rozmiar:select:0;9:0;1
P2.1063;Rozmiar:select:0;17:0;1
P2.1063;Rozmiar:select:0;15:0;1
P2.1063;Rozmiar:select:0;11:0;1
P2.1063;Rozmiar:select:0;16:0;1
P1.59;Rozmiar:select:0;17:0;1
P1.59;Rozmiar:select:0;11:0;1
P1.59;Rozmiar:select:0;14:0;1
P1.59;Rozmiar:select:0;12:0;1
P1.59;Rozmiar:select:0;16:0;1
P3.1540;Rozmiar:select:0;9:0;1
P3.1540;Rozmiar:select:0;12:0;2
P3.1540;Rozmiar:select:0;14:0;1
P3.1540;Rozmiar:select:0;17:0;1
P3.1540;Rozmiar:select:0;16:0;1
P3.1540;Rozmiar:select:0;18:0;1
P2.1240;Rozmiar:select:0;18:0;1
P2.1240;Rozmiar:select:0;10:0;1
P2.1240;Rozmiar:select:0;13:0;1
P2.1240;Rozmiar:select:0;11:0;1
P3.1564;Rozmiar:select:0;13:0;1
P3.1564;Rozmiar:select:0;16:0;1
P3.1564;Rozmiar:select:0;18:0;1
P3.1564;Rozmiar:select:0;15:0;1
P3.1564;Rozmiar:select:0;12:0;1
P3.1564;Rozmiar:select:0;11:0;1
P3.1564;Rozmiar:select:0;10:0;1
P3.1564;Rozmiar:select:0;17:0;1
P3.1564;Rozmiar:select:0;19:0;1
P3.1564;Rozmiar:select:0;14:0;1
P2.1032;Rozmiar:select:0;14:0;1
P2.1032;Rozmiar:select:0;10:0;1
P2.1032;Rozmiar:select:0;16:0;1
P2.1032;Rozmiar:select:0;19:0;1
P2.1032;Rozmiar:select:0;18:0;1
P2.1032;Rozmiar:select:0;12:0;1
P2.1032;Rozmiar:select:0;17:0;1
P2.1127;Rozmiar:select:0;18:0;1
P2.1127;Rozmiar:select:0;11:0;1
P2.1127;Rozmiar:select:0;17:0;1
P2.1127;Rozmiar:select:0;13:0;1
P2.1127;Rozmiar:select:0;15:0;1
P3.1524;Rozmiar:select:0;17:0;1
P3.1524;Rozmiar:select:0;15:0;1
P3.1524;Rozmiar:select:0;12:0;1
P3.1524;Rozmiar:select:0;10:0;1
P3.1524;Rozmiar:select:0;13:0;1
